highest,rank0,rank1,rank2,rank3
2508870,892144,2508163,2508870,890702
11073,11073,10523,8975,10057
11006,11006,9745,8167,8942
12727,12727,9499,7662,8512
11510,11510,9957,7665,8544
10530,10530,9727,7993,8845
10779,10779,10723,8051,8507
11277,11277,9709,7857,8669
11009,11009,9872,7707,8472
10928,10928,10341,7906,8784
11069,11069,9557,7896,8500
10706,10706,9521,8017,8480
10561,10561,9724,7613,8434
10912,10912,9593,7919,8633
10499,10499,10444,7602,8563
10550,10550,9728,8007,9057
10570,10570,9354,8025,9026
10459,10459,9825,7960,8982
11102,11102,9724,8284,8567
10791,10791,10198,7964,8872
10657,10657,9597,8112,9041
11667,11667,10030,7805,8732
11214,11214,9479,7814,8923
10414,10414,9909,7676,8404
10859,10859,10363,7884,8484
10954,10954,9527,7585,8402
10913,10913,9606,7969,8916
10770,10770,9597,7674,8638
10508,10508,9688,7693,8498
10568,10568,9640,7663,8511
10426,10426,9648,7693,8602
10526,10526,9748,8632,9405
10539,10539,9704,8245,8470
10536,10536,10264,8113,8868
10887,10887,9569,7921,8839
10451,10451,9689,7663,8577
11092,11092,9879,8258,9023
11266,11266,9789,8381,8159
10657,10657,10500,7994,8900
10543,10543,9887,7593,8428
10543,10543,9981,7707,8525
10915,10915,9630,8506,8956
11142,11142,9664,7782,8533
10739,10739,9965,7882,8686
10632,10632,9546,7769,8470
10669,10669,10484,7772,8764
10414,10414,9625,7785,8611
10512,10512,10298,7651,8668
10894,10894,9729,7628,8285
10515,10515,9532,8398,9259
10529,10529,10158,7829,8503
11305,11305,9654,7636,8505
10631,10631,9942,8163,8795
10540,10540,9537,7858,8846
11102,11102,9655,7994,8894
10641,10641,9951,7805,8597
11085,11085,10210,7941,8711
11064,11064,9482,8112,8477
11435,11435,10864,8041,8607
11245,11245,9599,8062,8939
10533,10533,9889,8138,8844
10469,10469,10298,7651,8413
10905,10905,9589,7810,8556
15196,15196,10096,9629,12129
10599,10599,9634,8240,9076
10652,10652,10023,7680,8471
10689,10689,9625,8053,8914
10559,10559,9965,8008,8966
10990,10990,9610,7794,8616
10814,10814,10136,7657,8587
11579,11579,9794,7714,8549
10935,10935,9544,8041,8851
10918,10918,9641,7816,8773
10910,10910,10553,8308,8849
11964,11964,9761,7647,8629
10628,10628,9820,7651,8486
10943,10943,10173,7669,8419
12071,12071,9716,8062,8825
10993,10993,9597,7911,8461
10956,10956,9493,8020,8639
10613,10613,9625,8086,8709
10592,10592,10055,7965,8886
10986,10986,10218,7852,8472
10819,10819,10029,7750,8601
10470,10470,10290,7682,8638
10742,10742,9607,8117,8816
10613,10613,10085,7880,8618
11254,11254,9613,7889,8655
10533,10533,9620,8311,8472
10482,10482,9887,8204,8890
10974,10974,9761,7700,8573
10501,10501,10084,7991,8809
10838,10838,9411,7703,8542
10490,10490,9934,8031,8894
10502,10502,9538,7660,8612
10613,10613,10031,7694,8531
10655,10655,9503,7634,8459
10560,10560,10013,7641,8432
10537,10537,9610,8133,8546
10501,10501,9752,7650,8486
10505,10505,9879,7937,8872
10456,10456,9521,7733,8548
10637,10637,9630,7850,8585
10449,10449,9588,7728,8549
10697,10697,9630,7777,8593
10472,10472,9569,7655,8482
10622,10622,9644,7692,8715
10767,10767,9666,7718,8582
10544,10544,9793,7657,8546
10578,10578,9672,8071,9090
10945,10945,9595,9526,10537
10538,10538,10012,7796,8558
10455,10455,9817,7815,8742
10600,10600,9728,8048,8418
10590,10590,9844,7871,8584
11163,11163,9959,7667,8476
10893,10893,9964,7763,8588
11292,11292,9984,7938,8472
10608,10608,10452,7667,8515
10823,10823,9666,7754,8753
10584,10584,9678,7728,8536
10430,10430,10122,8091,8886
10590,10590,9647,8044,8935
11062,11062,9638,7655,8488
10840,10840,10031,7657,8483
10974,10974,9575,7801,8584
10472,10472,10353,7690,8492
10934,10934,9663,7850,8695
10669,10669,9638,7925,8750
10622,10622,10544,7959,8554
11048,11048,9935,7702,8644
10529,10529,10084,8227,8607
10600,10600,9617,7731,8539
10936,10936,9634,7636,8436
10742,10742,10285,7834,8890
10506,10506,9913,8058,8577
10952,10952,9981,7631,8449
11343,11343,9893,7518,8341
10767,10767,9572,8061,8806
10516,10516,10032,7659,8474
12060,12052,12060,7933,8877
10477,10477,9471,8221,8984
10514,10514,9534,7924,8441
10900,10900,9747,7746,8566
10462,10462,9590,7945,8936
10958,10958,9718,7675,8510
10705,10705,9729,7898,8736
10660,10660,9574,7690,8659
10463,10463,9572,8082,8440
11131,11131,9969,7865,8510
10749,10749,10035,7571,8539
10536,10536,9601,7660,8462
11347,11347,9745,7696,8512
11033,11033,9915,7632,8507
11048,11048,9759,7713,8544
11730,11730,9639,6632,8715
10480,10480,9611,7997,8572
10893,10893,9565,7693,8512
11388,11388,9535,7687,8680
11098,11098,10002,7833,8705
10491,10491,9656,7969,8937
10462,10462,9999,7797,8755
10997,10997,9562,7657,8475
10505,10505,9999,7702,8602
10968,10968,9568,7639,8542
11090,11090,9554,7549,8427
10786,10786,9604,7982,8395
10538,10538,9982,7895,8858
10585,10585,9613,7845,8854
10963,10963,9971,7654,8448
10976,10976,9618,7676,8502
11351,11351,10015,7676,8606
10878,10878,9950,7756,8527
11019,11019,9531,7778,8573
10477,10477,9705,8059,8989
10409,10409,9755,7772,8620
10553,10553,9586,7695,8535
10525,10525,9677,7640,8545
10902,10902,9684,7652,8482
10554,10554,9644,7661,8728
10446,10446,9608,7590,8411
10561,10561,9561,7679,8491
10687,10687,9710,7838,8516
