# highest, rank1, rank2, ..., rankn (time is in ns (i.e. 10^-9 s))
10449, 10449, 9248, 9022, 9205
1942, 1374, 1942, 875, 1714
1369, 1369, 782, 861, 684
2181, 2181, 954, 716, 589
1941, 1803, 688, 1941, 1689
1207, 1207, 816, 717, 547
1208, 1208, 806, 731, 646
5359, 5359, 2541, 4035, 2632
894, 761, 894, 604, 805
1288, 1288, 885, 821, 604
759, 759, 631, 673, 454
1052, 1052, 773, 740, 228
861, 861, 734, 575, 484
754, 702, 754, 623, 575
861, 724, 861, 624, 570
5418, 2007, 5418, 2973, 3922
2494, 2494, 1717, 2259, 272
745, 745, 508, 657, 411
714, 635, 714, 459, 438
678, 678, 463, 529, 374
595, 595, 436, 456, 344
671, 671, 606, 517, 421
592, 592, 553, 461, 483
585, 585, 566, 468, 440
559, 559, 517, 468, 430
613, 604, 613, 477, 352
598, 598, 585, 484, 374
738, 738, 570, 544, 376
595, 594, 595, 479, 369
757, 757, 663, 551, 354
559, 540, 559, 440, 359
715, 715, 551, 623, 455
602, 561, 602, 447, 447
563, 563, 499, 505, 487
753, 571, 753, 415, 449
597, 530, 597, 431, 522
601, 601, 498, 522, 445
614, 614, 539, 508, 477
748, 649, 748, 440, 453
643, 637, 643, 551, 572
732, 548, 732, 424, 439
569, 569, 505, 459, 493
647, 625, 647, 567, 436
536, 536, 507, 459, 479
602, 602, 527, 524, 456
614, 614, 566, 516, 508
789, 644, 789, 491, 496
576, 576, 503, 466, 477
627, 608, 627, 434, 468
700, 700, 552, 507, 419
678, 555, 678, 498, 445
598, 546, 598, 423, 464
684, 684, 496, 549, 396
586, 536, 586, 424, 465
615, 615, 575, 479, 496
581, 576, 581, 455, 483
540, 540, 510, 466, 474
613, 545, 613, 417, 498
650, 650, 623, 518, 464
582, 510, 582, 421, 466
627, 627, 557, 532, 495
669, 538, 669, 404, 387
553, 526, 553, 426, 445
664, 557, 664, 428, 408
602, 602, 551, 474, 446
576, 540, 576, 402, 452
633, 633, 508, 497, 395
668, 544, 668, 453, 402
704, 704, 598, 535, 378
4935, 553, 4935, 436, 406
1015, 1015, 514, 623, 446
653, 653, 459, 502, 390
566, 566, 557, 442, 360
664, 664, 434, 497, 406
551, 551, 545, 446, 484
561, 561, 484, 441, 371
672, 672, 490, 484, 422
571, 571, 551, 448, 464
574, 470, 574, 458, 508
737, 598, 737, 473, 539
829, 829, 529, 566, 430
615, 615, 410, 492, 322
567, 523, 567, 471, 470
536, 536, 474, 424, 404
761, 761, 485, 613, 387
657, 657, 419, 474, 301
596, 596, 437, 436, 367
591, 548, 591, 418, 405
668, 668, 544, 441, 430
